Page Number,School Name,Address 1,Address 2,City,State,Zip,Phone,Principal Name,School Website,District,Grades Served,Data Quality Score,Data Quality Issues
16,BARRINGTON ELEM,"400 Cooper Dr, Austin, TX 78753",400 Cooper Dr,Austin,TX,78753,(512) 414-2008,Ms Gilma Sanchez,http://www.austinisd.org/schools/barrington,Austin ISD,Prekindergarten - Grade 5,100,
16,BARRINGTON PLACE ELEM,"2100 Squire Dobbins Dr, Sugar Land, TX 77478",2100 Squire Dobbins Dr,Sugar Land,TX,77478,(281) 634-4040,Ruth Riha,http://www.fortbendisd.com/bpe,Fort Bend ISD,Early Education - Grade 5,100,
16,BARRON ELEM,"3300 Ave P, Plano, TX 75074",3300 Ave P,Plano,TX,75074,(469) 752-0200,Substitute Substitute,http://www.pisd.edu/,Plano ISD,Prekindergarten - Grade 5,100,
16,BARRON ELEM,"11155 Whitey Ford St, El Paso, TX 79934",11155 Whitey Ford St,El Paso,TX,79934,(915) 236-5075,Ms Elaine Vasquez,http://barron.episd.org/,El Paso ISD,Prekindergarten - Grade 5,100,
16,BARTLETT SCHOOLS,"404 N Robinson, Bartlett, TX 76511",404 N Robinson,Bartlett,TX,76511,(254) 527-4247,Lacey Cruddas Mr Austin Crawley,Not Found,Bartlett ISD,Prekindergarten - Grade 12,90,School Website not available
16,BARTON CREEK ELEM,"1314 Patterson Rd, Austin, TX 78733",1314 Patterson Rd,Austin,TX,78733,(512) 732-9180,Ms Tiffany Phelps,http://bce.eanesisd.net/,Eanes ISD,Kindergarten - Grade 5,100,
16,BARTON ELEM,"2931 Conflans Rd, Irving, TX 75061",2931 Conflans Rd,Irving,TX,75061,(972) 600-4100,Christina Ruiz,http://www.irvingisd.net/,Irving ISD,Prekindergarten - Grade 5,100,
16,BARTON HILLS ELEM,"2108 Barton Hills Dr, Austin, TX 78704",2108 Barton Hills Dr,Austin,TX,78704,(512) 414-2013,Ms Kati Achtermann,http://www.austinisd.org/schools/bartonhills,Austin ISD,Kindergarten - Grade 6,100,
16,BASIS AUSTIN PRI,"1605 Kramer Ln, Austin, TX 78758",1605 Kramer Ln,Austin,TX,78758,(737) 263-5890,Jennifer Higgins,Not Found,Basis Texas,Kindergarten - Grade 2,90,School Website not available
17,BASIS SAN ANTONIO PRI - NORTHEAST CAMPUS,"11550 I-35 Frontage Rd, San Antonio, TX 78233",11550 I-35 Frontage Rd,San Antonio,TX,78233,(210) 742-6310,Christopher Ferguson,http://basised.com/,Basis Texas,Kindergarten - Grade 4,100,
17,BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS,"8519 Floyd Curl Dr, San Antonio, TX 78240",8519 Floyd Curl Dr,San Antonio,TX,78240,(210) 319-5525,Gabriela Kimball,http://basisedtx.com/,Basis Texas,Kindergarten - Grade 5,100,
17,BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS,"318 E Ramsey Rd, San Antonio, TX 78216",318 E Ramsey Rd,San Antonio,TX,78216,(210) 775-4125,Mr Sean Woytek,http://www.basissanantonionc.org/,Basis Texas,Kindergarten - Grade 5,100,
17,BASKIN ELEM,"630 Crestview Dr, San Antonio, TX 78201",630 Crestview Dr,San Antonio,TX,78201,(210) 438-6535,Yvonne Marinez,Not Found,San Antonio ISD,Prekindergarten - Grade 5,90,School Website not available
17,BASSETTI ELEM,"5749 Hwy 277 S, Abilene, TX 79606",5749 Hwy 277 S,Abilene,TX,79606,(325) 690-3720,Ms Cecelia Zertuche,http://www.abileneisd.org/,Abilene ISD,Kindergarten - Grade 5,100,
17,BASSWOOD ELEM,"3100 Clay Mountain Trail, Fort Worth, TX 76137",3100 Clay Mountain Trail,Fort Worth,TX,76137,(817) 744-6500,Tony Johnson,http://www.kellerisd.net/,Keller ISD,Prekindergarten - Grade 5,100,
17,BASTIAN ELEM,"5051 Bellfort, Houston, TX 77033",5051 Bellfort,Houston,TX,77033,(713) 732-5830,Ms Alana E Holloway,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
17,BATESVILLE SCHOOL,"496 Garden St, Batesville, TX 78829",496 Garden St,Batesville,TX,78829,(830) 376-4221,Mrs Sandra Gonzales,http://batesville.uvaldecisd.net/,Uvalde CISD,Early Education - Grade 6,100,
17,BATY ELEM,"2101 Faro Dr, Austin, TX 78741",2101 Faro Dr,Austin,TX,78741,(512) 386-3450,Ms Joel Deborah,http://sites.dvisd.net/bes/,Del Valle ISD,Early Education - Grade 5,100,
17,BAY COLONY ELEM,"101 Bay Colony Elementary Dr, Dickinson, TX 77539",101 Bay Colony Elementary Dr,Dickinson,TX,77539,(281) 229-6200,Amy Smith,http://www.dickinsonisd.org/,Dickinson ISD,Early Education - Grade 4,100,
17,BAY ELEM,"1502 Bayport Blvd, Seabrook, TX 77568",1502 Bayport Blvd,Seabrook,TX,77568,(281) 284-4600,Mrs Jennifer Toups,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
17,BAYLES ELEM,"2444 Telegraph Ave, Dallas, TX 75228",2444 Telegraph Ave,Dallas,TX,75228,(972) 749-8900,Gloria F Kennedy,http://www.dallasisd.org/bayles,Dallas ISD,Prekindergarten - Grade 5,100,
17,BAYLESS ELEM,"2115 58th St, Lubbock, TX 79412",2115 58th St,Lubbock,TX,79412,(806) 219-5000,Brandi Mckinney,Not Found,Lubbock ISD,Early Education - Grade 5,90,School Website not available
17,BAYSHORE ELEM,"800 Mccable Rd, La Porte, TX 77571",800 Mccable Rd,La Porte,TX,77571,(281) 604-4600,Ms Lisa Basile,Not Found,La Porte ISD,Kindergarten - Grade 5,90,School Website not available
17,BEACON HILL ACADEMY,"1411 W Ashby Pl, San Antonio, TX 78201",1411 W Ashby Pl,San Antonio,TX,78201,(210) 738-9765,Felismina Martinez,Not Found,San Antonio ISD,Prekindergarten - Grade 8,90,School Website not available
18,BEAN ELEM,"3001 Ave N, Lubbock, TX 79411",3001 Ave N,Lubbock,TX,79411,(806) 219-5100,Leticia Gutierrez,Not Found,Lubbock ISD,Prekindergarten - Grade 5,90,School Website not available
18,BEAR BRANCH ELEM,"3500 Garden Lk, Kingwood, TX 77339",3500 Garden Lk,Kingwood,TX,77339,(281) 641-1600,Ms Kathryn Palmer,http://www.humbleisd.net/bbe,Humble ISD,Kindergarten - Grade 5,100,
18,BEAR BRANCH ELEM,"8909 FM 1488, Magnolia, TX 77354",8909 FM 1488,Magnolia,TX,77354,(281) 356-4771,Mr John Allbritton,http://bbes.magnoliaisd.org/,Magnolia ISD,Early Education - Grade 4,100,
18,BEAR CREEK ELEM,"4815 Hickory Downs Dr, Houston, TX 77084",4815 Hickory Downs Dr,Houston,TX,77084,(281) 237-5606,Stephanie Mcelroy,http://www.katyisd.org/,Katy ISD,Early Education - Grade 5,100,
18,BEAR CREEK ELEM,"401 Bear Creek Dr, Euless, TX 76039",401 Bear Creek Dr,Euless,TX,76039,(817) 305-4860,Mr Bryan Calvert,Not Found,Grapevine-Colleyville ISD,Early Education - Grade 5,90,School Website not available
18,BEAR CREEK ELEM,"12801 Escarpment Blvd, Austin, TX 78739",12801 Escarpment Blvd,Austin,TX,78739,(512) 414-0040,David Crissey,http://www.austinisd.org/schools/bearcreek,Austin ISD,Prekindergarten - Grade 5,100,
18,BEARD ELEM,"8725 Sonoma Pkwy, Helotes, TX 78023",8725 Sonoma Pkwy,Helotes,TX,78023,(210) 397-6600,Mr Jeremy Day,Not Found,Northside ISD,Early Education - Grade 5,90,School Website not available
18,BEASLEY ELEM,"919 Green Canyon Dr, Mesquite, TX 75150",919 Green Canyon Dr,Mesquite,TX,75150,(972) 882-5160,Mrs Kelly Mccollom,http://www.mesquiteisd.org/,Mesquite ISD,Early Education - Grade 5,100,
18,BEASLEY ELEM,"7511 Ave J, Beasley, TX 77417",7511 Ave J,Beasley,TX,77417,(832) 223-1100,Laura Haugvoll,http://www.lcisd.org/campuses/beasley/home,Lamar CISD,Early Education - Grade 5,100,
18,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,"5807 Calhoun Rd, Houston, TX 77021",5807 Calhoun Rd,Houston,TX,77021,(713) 747-5629,Beatrice Mayes,Not Found,Beatrice Mayes Institute Charter School,Kindergarten - Grade 8,90,School Website not available
18,BEATY EARLY CHILDHOOD SCHOOL,"1717 Nevada Dr, Plano, TX 75093",1717 Nevada Dr,Plano,TX,75093,(469) 752-4200,Kristen Fislar,http://www.pisd.edu/,Plano ISD,Early Education - Prekindergarten,100,
18,BEAVER TECHNOLOGY CENTER,"3232 March Ln, Garland, TX 75042",3232 March Ln,Garland,TX,75042,(972) 494-8301,Ms Vicki Devantier,http://www.garlandisd.net/beaver,Garland ISD,Kindergarten - Grade 5,100,
18,BEBENSEE ELEM,"5900 Inks Lk Dr, Arlington, TX 76018",5900 Inks Lk Dr,Arlington,TX,76018,(682) 867-5100,Ms Charlotte Carter,Not Found,Arlington ISD,Early Education - Grade 6,90,School Website not available
18,BECKER ELEM,"906 W Milton, Austin, TX 78704",906 W Milton,Austin,TX,78704,(512) 414-2019,Mr Travis Barrett,http://www.austinisd.org/schools/becker,Austin ISD,Prekindergarten - Grade 5,100,
18,BECKHAM ELEM,"1700 Southeast Pkwy, Arlington, TX 76002",1700 Southeast Pkwy,Arlington,TX,76002,(682) 867-6600,Karen Hicks,Not Found,Arlington ISD,Prekindergarten - Grade 6,90,School Website not available
19,BECKVILLE SUNSET ELEM,"4378 Sh 149, Beckville, TX 75631",4378 Sh 149,Beckville,TX,75631,(903) 678-3601,Mr Brandon Kruebbe,http://www.beckvilleisd.net/,Beckville ISD,Early Education - Grade 5,100,
19,BEDFORD HEIGHTS ELEM,"1000 Cummings Dr, Bedford, TX 76021",1000 Cummings Dr,Bedford,TX,76021,(817) 788-3150,Mrs Kathleen Harrell,Not Found,Hurst-Euless-Bedford ISD,Kindergarten - Grade 6,90,School Website not available
19,BEE CAVE ELEM,"14300 Hamilton Pool Rd, Austin, TX 78738",14300 Hamilton Pool Rd,Austin,TX,78738,(512) 533-6250,Kim Kellner,Not Found,Lake Travis ISD,Kindergarten - Grade 5,90,School Website not available
19,BEHLAU ELEM,"2355 Camp Light Way, San Antonio, TX 78245",2355 Camp Light Way,San Antonio,TX,78245,(210) 398-1000,Ms Rachel Delgado,Not Found,Northside ISD,Early Education - Grade 5,90,School Website not available
19,BEL AIR ELEM,"215 Willowbrook Dr, Athens, TX 75751",215 Willowbrook Dr,Athens,TX,75751,(903) 677-6980,Mrs Lisa Howell,http://www.athensisd.net/,Athens ISD,Prekindergarten - Grade 5,100,
19,BEL NAFEGAR SANCHEZ ELEM,"1721 Sterling Lakes W Dr, Rosharon, TX 77583",1721 Sterling Lakes W Dr,Rosharon,TX,77583,(281) 388-1130,Ms Roman Nieto,http://www.alvinisd.net/Domain/6753,Alvin ISD,Early Education - Grade 5,100,
19,BELAIRE ELEM,"700 Stephens St, San Angelo, TX 76905",700 Stephens St,San Angelo,TX,76905,(325) 659-3639,Laura Eubank,http://belaire.saisd.org/,San Angelo ISD,Prekindergarten - Grade 5,100,
19,BELL ELEM,"12323 Shaftsbury Dr, Houston, TX 77031",12323 Shaftsbury Dr,Houston,TX,77031,(281) 983-2800,Ms Kizzy Luke,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
19,BELL ELEM,"1409 Hankerson St, Tyler, TX 75701",1409 Hankerson St,Tyler,TX,75701,(903) 262-1820,Ms Tamara Johnson,Not Found,Tyler ISD,Early Education - Grade 5,90,School Website not available
19,BELL MANOR ELEM,"1300 Winchester Way, Bedford, TX 76022",1300 Winchester Way,Bedford,TX,76022,(817) 354-3370,Ms Keri Mccarty,Not Found,Hurst-Euless-Bedford ISD,Early Education - Grade 6,90,School Website not available
19,BELL'S HILL ELEM,"2100 Ross, Waco, TX 76706",2100 Ross,Waco,TX,76706,(254) 754-4171,Ms Rebekah A Mechell,http://bellshill.wacoisd.org/cms/One.aspx,Waco ISD,Prekindergarten - Grade 5,100,
19,BELLAIRE ELEM,"142 E Amber Pl, San Antonio, TX 78221",142 E Amber Pl,San Antonio,TX,78221,(210) 989-2850,Dr Felecia Joiner,Not Found,Harlandale ISD,Early Education - Grade 5,90,School Website not available
19,BELLAIRE ELEM,"501 Bellaire Dr, Hurst, TX 76053",501 Bellaire Dr,Hurst,TX,76053,(817) 285-3230,Erika Martin,Not Found,Hurst-Euless-Bedford ISD,Prekindergarten - Grade 6,90,School Website not available
19,BELLEVUE SCHOOL,"500 Seventh St, Bellevue, TX 76228",500 Seventh St,Bellevue,TX,76228,(940) 928-2104,Ms Lori Shoemaker,http://www.bellevueisd.org/,Bellevue ISD,Prekindergarten - Grade 12,100,
19,BELLFORT EARLY CHILDHOOD CENTER,"7647 Bellfort, Houston, TX 77061",7647 Bellfort,Houston,TX,77061,(713) 640-0950,Jesseye Brown,http://www.houstonisd.org/,Houston ISD,Early Education - Kindergarten,100,
20,BELLS ELEM,"110 Scott Rd, Bells, TX 75414",110 Scott Rd,Bells,TX,75414,(903) 965-3601,Kerry Harlan,Not Found,Bells ISD,Prekindergarten - Grade 5,90,School Website not available
20,BELMAR ELEM,"6324 Adirondack, Amarillo, TX 79106",6324 Adirondack,Amarillo,TX,79106,(806) 326-4050,Mr James Potts,http://belmaramaisd.sharpschool.com/,Amarillo ISD,Early Education - Grade 5,100,
20,BELT LINE ELEM,"1355 W Belt Line Rd, Lancaster, TX 75146",1355 W Belt Line Rd,Lancaster,TX,75146,(972) 218-1608,Mrs Wendy Hawthorne,Not Found,Lancaster ISD,Early Education - Grade 5,90,School Website not available
20,BELTON EARLY CHILDHOOD SCHOOL,"501 E 4th, Belton, TX 76513",501 E 4th,Belton,TX,76513,(254) 215-3700,Shelia Surovik,http://www.bisd.net/,Belton ISD,Early Education - Prekindergarten,100,
20,BEN BOLT-PALITO BLANCO ELEM,"401 Whitney Dr, Alice, TX 78332",401 Whitney Dr,Alice,TX,78332,(361) 664-9568,Fernando Robert Galvan,http://www.bbpbschools.net/,Ben Bolt-Palito Blanco ISD,Prekindergarten - Grade 6,100,
20,BEN MILAM ELEM,"1215 Rangerville Rd, Harlingen, TX 78550",1215 Rangerville Rd,Harlingen,TX,78550,(956) 427-3150,Mrs Brenda Mckinney,http://www.hcisd.org/milam,Harlingen CISD,Early Education - Grade 5,100,
20,BEN MILAM ELEM,"4200 McKinney Ave, Dallas, TX 75205",4200 McKinney Ave,Dallas,TX,75205,(972) 749-5600,Reanna Wilborn,http://www.dallasisd.org/milam,Dallas ISD,Prekindergarten - Grade 5,100,
20,BEN MILAM ELEM,"1100 E 21st St, Cameron, TX 76520",1100 E 21st St,Cameron,TX,76520,(254) 697-3641,Glenell Bankhead,http://www.cameronisd.net/,Cameron ISD,Prekindergarten - Grade 2,100,
20,BENAVIDES ELEM,"3101 Mcallen Rd, Brownsville, TX 78520",3101 Mcallen Rd,Brownsville,TX,78520,(956) 350-3250,Ms Sherry Stout,http://www.bisd.us/benavides/,Brownsville ISD,Early Education - Grade 5,100,
20,BENAVIDES ELEM,"106 W School St, Benavides, TX 78341",106 W School St,Benavides,TX,78341,(361) 256-3030,Dr Marisa Chapa,http://www.benavidesisd.net/,Benavides ISD,Early Education - Grade 6,100,
20,BENAVIDES ELEM,"307 Lincoln St, San Ygnacio, TX 78067",307 Lincoln St,San Ygnacio,TX,78067,(956) 765-5611,Ms Diana Brandon,Not Found,Zapata County ISD,Kindergarten - Grade 5,90,School Website not available
20,BENAVIDEZ ELEM,"6262 Gulfton St, Houston, TX 77081",6262 Gulfton St,Houston,TX,77081,(713) 778-3350,Ms Martha Preston,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
20,BENBROOK ELEM,"4026 Bolin Rd, Houston, TX 77092",4026 Bolin Rd,Houston,TX,77092,(713) 613-2502,Ms Dana Darden,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
20,BENBROOK ELEM,"800 Mercedes St, Fort Worth, TX 76126",800 Mercedes St,Fort Worth,TX,76126,(817) 815-6400,Samantha Gonzalez,http://www.fortworthisd.org/,Fort Worth ISD,Prekindergarten - Grade 5,100,
20,BENDWOOD SCHOOL,"12750 Kimberley, Houston, TX 77024",12750 Kimberley,Houston,TX,77024,(713) 251-5200,Jana Bassett,http://bwe.springbranchisd.com/,Spring Branch ISD,Early Education - Early Education,100,
